x_coord	y_coord	Weight	DeliveryTimeRange	UnloadingTime
0.2517944603806581	0.27947125079685653	23	655-823	10
0.20414205558577958	0.7364475502824711	25	440-534	10
0.6239305755524722	0.19417919727715494	6	455-597	10
0.30230042582819905	0.12320393339926494	7	947-965	10
0.04040339836882956	0.8222919322383423	30	570-937	10
0.08568422723367697	0.8542963457186212	2	924-935	10
0.4955684870857212	0.45013233234531347	16	889-954	10
0.3682797973503017	0.3014114960400074	15	621-970	10
0.6856019013536078	0.03263961391853909	19	129-320	10
0.49380991963098464	0.8393686730691051	13	124-399	10
0.9917550442443943	0.043531198208821564	17	206-370	10
0.8452899914614859	0.8887751990588564	15	252-616	10
0.8476064955167509	0.813074388650669	7	267-518	10
0.8041003569761025	0.5158467194904676	5	790-924	10
0.09773267509799943	0.27340162515179933	40	639-978	10
0.23760239956645668	0.15643425251270482	7	313-436	10
0.5197281592355929	0.25732385521872736	8	105-184	10
0.828888013222886	0.9396042539531401	4	729-830	10
0.3304916328395783	0.751387074658651	19	83-398	10
0.8481671803795794	0.9504226668813809	37	149-677	10
0.6390305441712097	0.9347754617479483	15	813-888	10
0.5443572029066985	0.9377368927725924	15	779-876	10
0.3131791648677281	0.2824650907445614	10	355-505	10
0.9718091372630863	0.21519859352565274	10	832-909	10
0.5467485739617114	0.5589929098125802	16	180-209	10
0.7144121284018523	0.23362649136454383	15	727-934	10
0.1159815956260124	0.8569523126497508	34	789-935	10
0.06791023010538266	0.20117287759558955	3	668-727	10
0.12320124972692958	0.672368694370627	25	848-954	10
0.14994264472980445	0.5379967190818106	23	829-967	10
0.7230202808488463	0.32221445705307394	10	468-758	10
0.2367750594419683	0.983336723785614	8	822-923	10
0.8788443542230289	0.1407336684548034	9	804-807	10
0.745810310773104	0.15774885066926847	25	637-762	10
0.3295716234687007	0.6033554923411142	7	222-769	10
0.8287451295294807	0.6570302238055877	11	707-712	10
0.2453518879980393	0.9583667483259642	24	558-925	10
0.7871468294097358	0.13050617845413848	8	321-631	10
0.6900234250736457	0.015631785577747803	27	99-217	10
0.32175478139004876	0.36523320011610527	15	350-442	10
0.1416139361330142	0.22723708711047552	31	731-977	10
0.9846988873097458	0.44357593602399215	16	889-907	10
0.9383327266146229	0.4833048235184767	6	209-427	10
0.1635687335678132	0.3855990155268737	10	594-724	10
0.37651574144214706	0.45110339339830474	14	31-142	10
0.24034766357426318	0.9153728818839938	3	775-915	10
0.5254112156651771	0.37274154014485594	18	266-467	10
0.612466311125712	0.015011907468042263	28	694-935	10
0.25812295667381213	0.8088264831823887	12	633-864	10
0.3922965347404236	0.796079995296484	17	166-648	10
0.18135761676033968	0.32996724466302396	0.0	0-1000	0
