x_coord	y_coord	Weight	DeliveryTimeRange	UnloadingTime
91.57059509553983	15.092130027699646	9.748045419393629	04:59-05:23	10
74.89987820923251	41.01218989759023	18.215290526843678	13:11-16:02	10
14.537146061337136	21.101793268230562	1.6988222277067813	08:15-15:49	10
23.173890353538585	2.6949298106932806	14.742114934324169	08:06-12:58	10
62.831833661093526	43.111374349152484	14.458472160070887	07:38-08:49	10
77.29520877420639	35.012200173137565	11.793013955647652	14:07-15:15	10
4.324049710197797	79.53895195188089	24.415116250340184	06:09-11:16	10
68.80737138217724	18.47722373650256	8.285679666086349	08:26-10:40	10
86.77807199296824	6.976532325958306	1.0	10:50-13:16	10
79.88980965474039	94.11179277206234	25.372352350309974	06:50-13:39	10
95.85828962001315	51.77232618267866	8.002212526157615	14:58-15:40	10
10.04608143083866	16.771889125642293	31.601340194136746	10:54-11:14	10
59.46913288290335	78.89896000770872	8.075168955144143	09:44-13:13	10
1.5158241322198562	95.45132936424856	10.953306766995269	14:56-15:16	10
42.88091318073627	98.39896868579808	18.434479010118544	07:55-10:28	10
82.95274132745489	95.73770417167495	11.431030556647105	14:32-15:23	10
53.59125877577245	51.170299675962525	6.944352681508995	09:44-10:34	10
41.50689056570517	26.59797811270883	9.823610783031047	00:47-01:21	10
69.99840955709092	33.23926603412824	20.929313279693336	13:51-16:06	10
67.00942193087141	25.71813098289416	23.641618625596315	12:20-16:05	10
44.78296102618151	4.786283454360419	1.896265598357747	11:43-11:52	10
54.8903538462241	47.18078700621893	12.150497092456831	13:16-16:07	10
50.247139680257526	95.88577629522105	3.0185773031911936	05:55-07:20	10
86.48535740263436	13.480923626946717	33.322705919983974	07:48-12:29	10
72.9055113373492	82.29166330774255	25.797083381228116	09:59-12:09	10
78.68468436632489	63.90755726655433	12.82415725439461	07:40-10:58	10
70.10394467878433	22.98734243687258	26.545226147630178	06:04-14:43	10
41.590398883156624	58.208577199069545	1.0	00:23-08:21	10
90.97917901972424	29.05365433911451	5.5158968905172365	12:28-14:43	10
59.353173357100886	44.84447571037401	17.26248346044661	08:18-16:17	10
2.702841066629602	30.46676467887801	26.865922861973544	03:26-06:20	10
3.382775273340455	68.16392905168355	1.2678709213587283	07:13-07:21	10
68.43864393144204	99.2157931181654	23.608337480859575	04:39-06:47	10
15.019818297688946	66.1367651073716	2.6460076132784778	07:24-09:01	10
82.9987741367992	39.910048431924885	7.617127932657893	11:04-13:14	10
63.91283771788308	50.5713914258537	29.430025165205613	04:11-06:21	10
26.73202963757578	26.21912535906461	14.456788279216081	01:14-05:39	10
20.46399487880687	96.36441992223067	17.94039717782669	01:16-05:55	10
42.10387043580766	69.45748835521789	23.260780259314643	05:48-15:58	10
69.73853748293477	20.2687451784772	11.79000560182846	02:04-03:48	10
75.19597175245707	60.79569552046539	4.057572137753873	10:02-10:48	10
85.49256137171317	14.62619434214939	9.355592519131509	14:46-15:44	10
86.80942180089001	47.974132837621184	34.73136598185948	10:32-15:50	10
68.86398218746778	60.11571831338731	19.147454652815494	10:50-12:49	10
67.2118103849916	5.469706771075577	29.572167144665656	12:07-12:58	10
59.76819836233067	29.642055078924834	6.36785338154227	15:51-16:14	10
75.56379356118981	33.32975403240731	14.63558462446002	13:03-14:03	10
95.15947148915672	35.25073958701087	29.75802075239072	13:40-15:42	10
75.73641250807862	92.16768440769577	5.870112756570462	09:43-13:37	10
3.891030757389191	48.05946473626226	35.26649005820656	05:07-06:13	10
48.82242186375392	39.85387504474078	0	01:00-24:00	0
