x_coord	y_coord	Weight	DeliveryTimeRange	UnloadingTime
0.18699569488720713	0.6066128415101643	38	237-607	10
0.3804988647498675	0.9384576981054861	25	402-577	10
0.6734797902188476	0.5936341161898112	14	591-971	10
0.5043756085462653	0.6211648704691589	11	868-980	10
0.6723504428586617	0.5251458202251096	14	644-648	10
0.9837226119502595	0.9934786143677202	1	365-407	10
0.5041415667835795	0.4004413520863418	4	590-726	10
0.2768116995471026	0.4541711730375664	16	128-276	10
0.6360277258390907	0.5069854024152459	3	336-544	10
0.4044865582093625	0.9717287847840999	14	93-153	10
0.5672530407328696	0.1921328282926622	3	541-834	10
0.7740853194059619	0.5045997908070662	10	908-961	10
0.7368045116593193	0.15866804646250432	9	855-944	10
0.6352269349272472	0.9552689911949447	6	757-945	10
0.48492696828264203	0.5888969186865478	9	537-701	10
0.2071472258395397	0.6457659494431676	29	895-909	10
0.8966238562592411	0.13689271624428012	16	250-368	10
0.6094687299465987	0.3394237405179462	2	348-660	10
0.7547067892911504	0.6582621594218535	13	791-907	10
0.7365971599215977	0.3981014555862278	24	77-291	10
0.8542813024601748	0.7205990683865187	2	396-428	10
0.635769330429789	0.19540300347112394	13	165-446	10
0.3241414054885947	0.8691373544220425	24	664-690	10
0.41810324466133797	0.019422999226335058	1	180-468	10
0.5254886183122618	0.7038258378111368	21	84-101	10
0.7401109184829784	0.3436644311555681	10	721-829	10
0.4529752638765495	0.8723390765426278	28	489-543	10
0.12198539005667886	0.20632002724077558	11	321-432	10
0.9254667435685205	0.5781639132366396	13	945-946	10
0.4623580171860667	0.9532863326498565	6	486-673	10
0.02342023271499627	0.6646030032031172	7	57-414	10
0.2052244373695491	0.5201559635742529	23	393-651	10
0.5827766070645073	0.015205187413430798	1	636-936	10
0.23774552191824516	0.795823252580716	34	855-951	10
0.9378878803155904	0.08739491648996567	18	184-490	10
0.14894178046660222	0.04787054399160218	22	361-592	10
0.5731911299021536	0.9581185429536287	9	233-588	10
0.36734090753714355	0.3642157471499605	2	282-402	10
0.4167752402574538	0.7243218704618707	26	118-145	10
0.26602446827989257	0.22888846945280827	16	83-158	10
0.6934333880754241	0.008345766371172347	7	789-932	10
0.003787743078255912	0.3368255377579136	14	930-935	10
0.23385737492126535	0.840776951649433	8	566-726	10
0.06068698034140807	0.9819686362354488	8	559-836	10
0.6470880643549125	0.30601177649231226	34	640-689	10
0.12491674209295467	0.45250125488577586	5	686-780	10
0.9710224317825145	0.9970154450670776	16	172-228	10
0.6362282165940611	0.17876901338986528	21	283-438	10
0.6386440639958119	0.3953858188075918	21	961-969	10
0.9590248723211038	0.21607072148014805	22	611-765	10
0.5046899886167836	0.5378991619669696	0.0	0-1000	0
