x_client	y_client	Weight
43.2522747	76.9567785	1.0
43.18007895	76.82707075	1.0
43.2288285	76.8972716	1.0
43.17552935	76.90688505	1.0
43.3229146	76.918779	1.0
43.1895957	76.869235	1.0
43.1882053	76.7965923	1.0
43.2657713	76.8471717	1.0
43.2270402	76.8403641	1.0
43.2151378	76.8999014	1.0
43.2890745	76.9764097	1.0
43.18007895	76.82707075	1.0
43.208212	76.8707591	1.0
43.3567329	76.9224159	1.0
43.22263215	76.682438	1.0
43.2789729	76.818901	1.0
43.25742985	76.81691065	1.0
43.1689272	76.8749624	1.0
43.244144	76.937089	1.0
43.20321215	76.8206457	1.0
43.2297382	76.83869035	1.0
43.234227	76.9240648	1.0
43.2626261	76.8807205	1.0
43.2287616	76.8317507	1.0
43.3555529	76.992028	1.0
43.2297382	76.83869035	1.0
43.3576097	76.9800777	1.0
43.2456995	76.8410587	1.0
43.3024491	76.8719484	1.0
43.4441793	76.2694502	1.0
43.2221883	76.9625507	1.0
43.2981718	76.8608297	1.0
43.3117579	76.974525	1.0
43.2981718	76.8608297	1.0
43.2090155	76.86294	1.0
43.2441321	76.9497951	1.0
43.2316586	76.832085	1.0
43.2083378	76.8641374	1.0
43.24310815	76.81210395	1.0
43.3567329	76.9224159	1.0
43.3122579	76.9752398	1.0
43.2182251	76.9280932	1.0
43.2684866	76.9480512	1.0
43.19965915	76.8747711	1.0
43.3122579	76.9752398	1.0
43.209192	76.9690995	1.0
43.275829	76.9485331	1.0
43.31602935	76.5851784	1.0
43.2890745	76.9764097	1.0
43.2297382	76.83869035	1.0
43.2714609	76.8374816	1.0
43.2789729	76.818901	1.0
43.2519893	76.84305	1.0
43.2211294	76.7955286	1.0
43.2519893	76.84305	1.0
43.2290097	76.9578698	1.0
43.3182273	76.9599594	1.0
43.2556688	76.8224629	1.0
43.2507832	76.8815094	1.0
43.2789729	76.818901	1.0
43.2682424	76.9216307	1.0
43.2511672	76.85894415	1.0
43.3224391	76.9282797	1.0
43.2837253	76.9035539	1.0
43.2636007	76.9809929	1.0
43.19667075	76.87723765	1.0
43.23171695	76.88301985	1.0
43.2290935	76.9241167	1.0
43.3497689	76.9194693	1.0
43.27670175	76.8361918	1.0
43.21237205	76.85057765	1.0
43.2138504	76.901498	1.0
43.2599387	76.860229	1.0
43.38295245	76.8537426	1.0
43.2627051	76.9649586	1.0
43.2889286	76.9431865	1.0
43.2801095	76.8503637	1.0
43.1958767	76.9145088	1.0
43.38295245	76.8537426	1.0
43.2251172	76.8943592	1.0
43.2053783	76.9046193	1.0
43.2338716	76.7773613	1.0
43.220544	76.8237559	1.0
43.21649315	76.822683	1.0
43.1954854	76.9069576	1.0
43.19965915	76.8747711	1.0
43.3597848	76.86908215	1.0
43.2221586	76.9616506	1.0
43.2356891	76.9149242	1.0
43.3307547	76.974888	1.0
43.20117005	76.88293975	1.0
43.2288355	76.923999	1.0
43.20877995	76.7997088	1.0
43.2328763	76.9045322	1.0
43.3229146	76.918779	1.0
43.2140324	76.8675206	1.0
43.2527063	76.7993742	1.0
43.2428905	76.8262978	1.0
43.202591	76.8738807	1.0
43.21237205	76.85057765	1.0
43.2725187	76.8872584	0.0
