x_client	y_client	Weight
43.3234533	76.9179706	2.0
43.1932605	76.901345	1.0
43.2118217	76.8424292	2.0
43.2257435	76.9422151	1.0
43.2288975	76.9530396	1.0
43.29321655	76.83067555	25.0
43.2634194	76.917029	1.0
43.2450434	76.8889404	3.0
43.2129451	76.8431328	25.0
43.2567457	76.92394365	1.0
43.2759271	76.990496	18.0
43.2290804	76.9423292	1.0
43.2626764	76.9110894	2.0
43.227625	76.8164369	26.0
43.3546682	76.9491544	2.0
43.2514444	76.9201234	1.0
43.2397943	76.9328418	1.0
43.25049375	76.82565325	7.0
43.2305636	76.7533566	1.0
43.24058645	76.82583745	1.0
43.2467133	76.9605654	26.0
43.2480223	76.8948398	4.0
43.24058645	76.82583745	1.0
43.2544596	76.8183267	4.0
43.2709798	76.9610872	1.0
43.20577	76.9012284	2.0
43.2096947	76.9086865	1.0
43.204443	76.8718207	1.0
43.243085	76.917317	3.0
43.2427616	76.9174405	1.0
43.2146722	76.86678	25.0
43.2393162	76.8198878	1.0
43.2437978	76.8524282	1.0
43.2540618	76.924468	2.0
43.3024055	76.9267416	1.0
43.23701825	76.8352965	25.0
43.2352867	76.8632365	3.0
43.2217818	76.8177401	12.0
43.2451499	76.941215	11.0
43.2517117	76.9463118	5.0
43.2789729	76.818901	3.0
43.1954854	76.9069576	9.0
43.2101992	76.8715631	1.0
43.37716095	76.97742755	26.0
43.1932605	76.901345	14.0
43.280907	76.9278271	5.0
43.29321655	76.83067555	1.0
43.3124805	76.9750473	1.0
43.2931678	76.914391	20.0
43.2650066	76.94752315	1.0
43.35336905	76.99074325	2.0
43.2500121	76.8718484	1.0
43.2882209	76.9865495	6.0
43.3546122	76.9491228	1.0
43.2505469	76.9052195	1.0
43.208212	76.8707591	9.0
43.19667075	76.87723765	1.0
43.2557239	76.7671939	2.0
43.2201681	76.7964853	1.0
43.28129885	76.98564905	2.0
43.2365777	76.8974081	1.0
43.2294406	76.8429735	1.0
43.256263	76.9413125	1.0
43.2636665	76.9419894	9.0
43.1963216	76.8882648	1.0
43.30654725	76.9242667	1.0
43.21237205	76.85057765	1.0
43.2106145	76.8914157	4.0
43.2130755	76.8409782	1.0
43.2323112	76.95877	1.0
43.2251172	76.8943592	14.0
43.2341886	76.899253	9.0
43.32322535	76.93050645	3.0
43.2140324	76.8675206	12.0
43.2368453	76.8897815	22.0
43.2459844	76.918052	4.0
43.21600915	76.84894685	4.0
43.2393162	76.8198878	8.0
43.1579337	76.9067901	2.0
43.2625472	76.9524653	7.0
43.2195338	76.9463962	6.0
43.262059	76.8305651	4.0
43.19995115	76.8544668	3.0
43.24116655	76.8493841	2.0
43.2403138	76.8344454	6.0
43.3567329	76.9224159	12.0
43.25707085	76.9550143	1.0
43.19880735	76.91266385	10.0
43.3557679	76.9255099	1.0
43.21633405	76.99826	1.0
43.15795785	76.906767	1.0
43.339039	76.9833676	10.0
43.2094248	76.8888682	1.0
43.1932605	76.901345	1.0
43.2122625	76.9793961	2.0
43.248029	76.9402457	10.0
43.2399621	76.9387841	1.0
43.2384004	76.8998142	10.0
43.2478414	76.8765314	10.0
43.1614876	76.906767	10.0
43.2725187	76.8872584	0.0
