x_client	y_client	Weight
43.3122579	76.9752398	10.0
43.19880735	76.91266385	10.0
43.2222002	76.8196944	10.0
43.1954854	76.9069576	10.0
43.1975503	76.8891283	10.0
43.2874636	76.9233095	10.0
43.3088178	76.8921493	10.0
43.281404	76.9264973	10.0
43.24058645	76.82583745	10.0
43.3393271	76.9329035	10.0
43.2690959	76.9188482	10.0
43.23555495	76.82558245	10.0
43.19828115	76.8966922	10.0
43.3390464	76.9328957	10.0
43.2623466	76.9242646	10.0
43.2265702	76.9347216	10.0
43.24310815	76.81210395	10.0
43.24310815	76.81210395	10.0
43.2504081	76.9141064	10.0
43.220344	76.7898925	10.0
43.29321655	76.83067555	10.0
43.2655627	76.8193742	10.0
43.3424353	76.9167956	10.0
43.1791057	76.90688505	10.0
43.3122579	76.9752398	10.0
43.26967	76.8318956	10.0
43.2635704	76.8311481	10.0
43.2534012	76.8653817	10.0
43.3095532	76.8401218	10.0
43.23423745	76.84052045	10.0
43.3160218	76.91205695	10.0
43.2007046	76.8921569	10.0
43.2122171	76.8915053	10.0
43.2032087	76.8879946	10.0
43.22923415	76.91922605	10.0
43.2172074	76.963957	10.0
43.2279778	76.8950959	10.0
43.2532349	76.8387521	10.0
43.3555529	76.992028	10.0
43.2125735	76.97966735	10.0
43.238705	76.9035759	10.0
43.2909006	76.92864835	10.0
43.20877995	76.7997088	10.0
43.2037417	76.86242325	10.0
43.2203683	76.9547058	10.0
43.2668469	76.8256867	10.0
43.2396759	76.7755522	10.0
43.2981718	76.8608297	10.0
43.2584348	76.8832208	10.0
43.2281007	76.83308955	10.0
43.256477	76.9107275	10.0
43.2502159	76.870407	10.0
43.2172821	76.895294	10.0
43.231148	76.9230272	10.0
43.2458775	76.815254	10.0
43.2143742	76.7885305	10.0
43.2215251	76.9182538	10.0
43.2457016	76.8391665	10.0
43.2964126	76.8553697	10.0
43.2294667	76.8974059	10.0
43.2304543	76.9524135	10.0
43.29321655	76.83067555	10.0
43.2523755	76.9485749	10.0
43.3482068	76.989401	10.0
43.36939205	76.98650655	10.0
43.2219213	76.795345	10.0
43.204443	76.8718207	10.0
43.238668	76.76490785	10.0
43.2297382	76.83869035	10.0
43.236867	76.9152936	10.0
43.2300894	76.9604513	10.0
43.20877995	76.7997088	10.0
43.2294667	76.8974059	10.0
43.2515138	76.95539455	10.0
43.2555597	76.9222484	10.0
43.2555597	76.9222484	10.0
43.2414157	76.9134821	10.0
43.20877995	76.7997088	10.0
43.2389683	76.9477799	10.0
43.2789729	76.818901	10.0
43.2272494	76.9630683	10.0
43.236568	76.8890991	10.0
43.2462091	76.8768478	10.0
43.2556688	76.8224629	10.0
43.2207133	76.934121	10.0
43.2981718	76.8608297	10.0
43.23365215	76.84660585	10.0
43.1800774	76.8695737	10.0
43.2230921	76.8914961	10.0
43.2218519	76.87960245	10.0
43.2414463	76.8323162	10.0
43.2414463	76.8323162	10.0
43.3124805	76.9750473	10.0
43.2094149	76.88073685	10.0
43.3390464	76.9328957	10.0
43.244857	76.8974316	10.0
43.2218944	76.8836475	10.0
43.1689272	76.8749624	10.0
43.3567329	76.9224159	10.0
43.1953164	76.8887377	10.0
43.2725187	76.8872584	0.0
