x_client	y_client	Weight
43.1933722	76.9030888	10.0
43.2760998	76.9513341	10.0
43.3009434	76.8971468	10.0
43.2022823	76.9062777	10.0
43.2413967	76.8602497	10.0
43.1951445	76.8927007	10.0
43.2662235	76.9614417	10.0
43.2396503	76.8590371	10.0
43.19820775	76.9310407	10.0
43.2946163	76.9535804	10.0
43.2115485	76.9626973	10.0
43.2614812	76.85597145	10.0
43.2318433	76.88665535	10.0
43.1932605	76.901345	10.0
43.2426529	76.9369835	10.0
43.23570215	76.88295165	10.0
43.2343522	76.8394116	10.0
43.2269623	76.8954478	10.0
43.2161634	76.8892387	10.0
43.21770195	76.9441652	10.0
43.2510907	76.8440234	10.0
43.24058645	76.82583745	10.0
43.290662	76.94785	10.0
43.2247091	76.933822	10.0
43.2437978	76.8524282	10.0
43.220344	76.7898925	10.0
43.3234533	76.9179706	10.0
43.301873	76.92389	10.0
43.290662	76.94785	10.0
43.21770195	76.9441652	10.0
43.2496534	76.9413032	10.0
43.3597848	76.86908215	10.0
43.25327815	76.9094717	10.0
43.2590657	76.9234334	10.0
43.3579502	76.9392171	10.0
43.221811	76.9023281	10.0
43.2358162	76.888782	10.0
43.12980545	76.905056	10.0
43.2067826	76.8797009	10.0
43.2882209	76.9865495	10.0
43.2390142	76.8298626	10.0
43.3129844	76.9378037	10.0
43.2246986	76.967601	10.0
43.31635065	76.95758115	10.0
43.3234533	76.9179706	10.0
43.2290117	76.9410518	10.0
43.3597848	76.86908215	10.0
43.267647	76.9482818	10.0
43.2728416	76.9264427	10.0
43.3324597	76.9798484	10.0
43.2464071	76.8892556	10.0
43.2339802	76.8877019	10.0
43.24364355	76.8925552	10.0
43.2297281	76.8643715	10.0
43.22915295	76.83360365	10.0
43.1966814	76.8950425	10.0
43.243068	76.9508481	10.0
43.2572435	76.9118312	10.0
43.2539888	76.9488675	10.0
43.3156167	76.927389	10.0
43.2273842	76.901057	10.0
43.2127174	76.8566985	10.0
43.25053515	76.88996175	10.0
43.2571068	76.80231	10.0
43.2393312	76.8986829	10.0
43.2347135	76.8668487	10.0
43.223423	76.7636436	10.0
43.20877995	76.7997088	10.0
43.2336113	76.8891655	10.0
43.228641	76.9532155	10.0
43.2515119	76.8839414	10.0
43.2417767	76.83045065	10.0
43.2037039	76.8935915	10.0
43.2116092	76.8435147	10.0
43.2171054	76.9773989	10.0
43.2618278	76.9649061	10.0
43.2213614	76.9624347	10.0
43.2401387	76.9306808	10.0
43.2725604	76.942381	10.0
43.2223257	76.8499826	10.0
43.2223257	76.8499826	10.0
43.2527063	76.7993742	10.0
43.2470402	76.897902	10.0
43.251382	76.9151437	10.0
43.2207052	76.9631045	10.0
43.361554	76.99480365	10.0
43.2423198	76.8763092	10.0
43.2389488	76.9566181	10.0
43.2483474	76.8693308	10.0
43.2178742	76.8828372	10.0
43.2324082	76.8236154	10.0
43.2361892	76.8922324	10.0
43.2698351	76.9486931	10.0
43.16970295	76.89318365	10.0
43.1968202	76.9062942	10.0
43.21770195	76.9441652	10.0
43.2504654	76.9454506	10.0
43.2295145	76.9344937	10.0
43.2813873	76.9905595	10.0
43.19995115	76.8544668	10.0
43.2725187	76.8872584	0.0
