x_client	y_client	Weight
43.29321655	76.83067555	1.0
43.2550105	76.8632033	1.0
43.22887955	76.8285554	1.0
43.372666	76.934012	1.0
43.2223257	76.8499826	1.0
43.2086687	76.8291327	1.0
43.2627051	76.9649586	1.0
43.37042095	76.94507725	1.0
43.2129651	76.8776527	1.0
43.2255083	76.9170564	1.0
43.29321655	76.83067555	1.0
43.1954854	76.9069576	1.0
43.208212	76.8707591	1.0
43.2374416	76.9615911	1.0
43.2062768	76.8197512	1.0
43.2417454	76.9240177	1.0
43.3122579	76.9752398	1.0
43.360605	76.965127	1.0
43.2510907	76.8440234	1.0
43.19965915	76.8747711	1.0
43.2624014	76.9407975	1.0
43.2505313	76.8702601	1.0
43.2035969	76.904687	1.0
43.2212349	76.8899846	1.0
43.2212349	76.8899846	1.0
43.20117005	76.88293975	1.0
43.3122579	76.9752398	1.0
43.2349965	76.8813777	1.0
43.3024491	76.8719484	1.0
43.2058435	76.8852249	1.0
43.2374416	76.9615911	1.0
43.2387166	76.8803479	1.0
43.207551	76.8933896	1.0
43.2222484	76.8230395	1.0
43.24310815	76.81210395	1.0
43.2148239	76.8493841	1.0
43.24310815	76.81210395	1.0
43.2510482	76.9597703	1.0
43.2953311	76.9606236	1.0
43.2538098	76.8324638	1.0
43.2682424	76.9216307	1.0
43.3122579	76.9752398	1.0
43.2368369	76.84712435	1.0
43.2286716	76.9607095	1.0
43.2058435	76.8852249	1.0
43.2527063	76.7993742	1.0
43.2219718	76.8991824	1.0
43.2278926	76.9590488	1.0
43.2109775	76.7625046	1.0
43.2462069	76.906728	1.0
43.22923415	76.91922605	1.0
43.2204669	76.8152383	1.0
43.2894588	76.924997	1.0
43.2339001	76.8847746	1.0
43.2315419	76.8605199	1.0
43.2379959	76.8623217	1.0
43.2981718	76.8608297	1.0
43.23585545	76.82193805	1.0
43.2358162	76.888782	1.0
43.2433765	76.8919577	1.0
43.2451077	76.789598	1.0
43.25604605	76.95554835	1.0
43.38599515	76.9160678	1.0
43.2981718	76.8608297	1.0
43.2768966	76.8947845	1.0
43.37042095	76.9450002	1.0
43.3284328	76.9754224	1.0
43.2460397	76.9569835	1.0
43.3353488	76.99007445	1.0
43.2332569	76.8833059	1.0
43.2230921	76.8914961	1.0
43.2503175	76.9569696	1.0
43.2340416	76.91762745	1.0
43.2326497	76.9005241	1.0
43.2438927	76.8364702	1.0
43.2580588	76.8787484	1.0
43.3077932	76.9671943	1.0
43.322166	76.9198437	1.0
43.3234533	76.9179706	1.0
43.2314623	76.7538897	1.0
43.19995115	76.8544668	1.0
43.2588689	76.8867889	1.0
43.261294	76.9657825	1.0
43.2731768	76.9983885	1.0
43.2755483	76.8383753	1.0
43.2266255	76.893669	1.0
43.208212	76.8707591	1.0
43.31690485	76.9016533	1.0
43.2301215	76.8823104	1.0
43.2205939	76.9639055	1.0
43.2966886	76.93880895	1.0
43.216746	76.8803335	1.0
43.3190773	76.9146302	1.0
43.3006174	76.8385396	1.0
43.2456995	76.8410587	1.0
43.2574513	76.9367285	1.0
43.3234533	76.9179706	1.0
43.21237205	76.85057765	1.0
43.2058435	76.8852249	1.0
43.2058435	76.8852249	1.0
43.2725187	76.8872584	0.0
