x_client	y_client	Weight
43.23289	76.87925	1.0
43.2300959	76.8455639	1.0
43.12980545	76.905056	2.0
43.2157581	76.8528307	2.0
43.2424521	76.87783	1.0
43.2788095	76.9183107	1.0
43.2489691	76.8682049	2.0
43.2410707	76.8767628	1.0
43.3006174	76.8385396	1.0
43.2591061	76.8607019	1.0
43.24642155	76.7920733	4.0
43.3314761	76.9526001	1.0
43.21633405	76.99826	1.0
43.37042095	76.94507725	3.0
43.2094248	76.8888682	1.0
43.2922714	76.9329288	7.0
43.2091721	76.9664214	1.0
43.2612415	76.9621007	4.0
43.2340416	76.91762745	1.0
43.19880735	76.91266385	1.0
43.35513835	76.99233295	1.0
43.3079907	76.88439455	42.0
43.1901586	76.8738807	1.0
43.3568145	76.8712789	1.0
43.3024491	76.8719484	1.0
43.220344	76.7898925	1.0
43.2543822	76.906728	2.0
43.3234533	76.9179706	1.0
43.2589798	76.9629689	1.0
43.1895957	76.869235	1.0
43.2589798	76.9629689	1.0
43.1972589	76.8891783	1.0
43.3330785	76.9566791	2.0
43.2339001	76.8847746	1.0
43.2589798	76.9629689	42.0
43.2571872	76.9141077	2.0
43.2298898	76.8916875	1.0
43.2458803	76.852914	2.0
43.3368045	76.9115004	6.0
43.2078359	76.8913272	1.0
43.2281007	76.83308955	1.0
43.2212491	76.8237656	1.0
43.2301748	76.875281	1.0
43.2426378	76.9155537	7.0
43.2058435	76.8852249	1.0
43.2583503	76.9351827	1.0
43.18919345	76.80005555	8.0
43.2399621	76.9387841	1.0
43.3234533	76.9179706	1.0
43.2204669	76.8152383	1.0
43.24058645	76.82583745	2.0
43.2424063	76.9380639	2.0
43.2059315	76.9122486	3.0
43.2183039	76.9430481	1.0
43.2397315	76.8934155	1.0
43.2118217	76.8424292	8.0
43.2881929	76.8463624	6.0
43.23339	76.958898	1.0
43.2548388	76.9234775	5.0
43.2772408	76.9425779	6.0
43.2540618	76.924468	3.0
43.2674824	76.9338322	4.0
43.1969934	76.8825656	1.0
43.229005	76.9511179	2.0
43.25656655	76.82212655	1.0
43.2470221	76.9656669	2.0
43.2789729	76.818901	3.0
43.2786892	76.82269335	1.0
43.2738287	76.8417343	1.0
43.2634145	76.9626992	1.0
43.2335082	76.9376382	2.0
43.2705691	76.85586015	2.0
43.2521514	76.94358615	1.0
43.2359879	76.95370315	3.0
43.20117005	76.88293975	1.0
43.20117005	76.88293975	1.0
43.2357087	76.8296549	2.0
43.20853545	76.87210075	1.0
43.2025588	76.8924625	1.0
43.2328944	76.8785361	4.0
43.2340145	76.9073584	2.0
43.2981718	76.8608297	1.0
43.2459951	76.9034633	6.0
43.2655627	76.8193742	1.0
43.1665858	76.8457282	1.0
43.1901586	76.8738807	2.0
43.24310815	76.81210395	1.0
43.17552935	76.90688505	5.0
43.2415236	76.8243882	11.0
43.2118217	76.8424292	1.0
43.2394613	76.8963259	1.0
43.2835832	76.9823302	1.0
43.2413603	76.8758388	2.0
43.331927	76.992928	1.0
43.2650795	76.9551242	1.0
43.2445005	76.9260132	3.0
43.2655627	76.8193742	2.0
43.2201681	76.7964853	2.0
43.2626764	76.9110894	1.0
43.2675177	76.9196965	1.0
43.2725187	76.8872584	0.0
