x_client	y_client	Weight
43.30871715	76.88130505	1.0
43.20117005	76.88293975	1.0
43.12980545	76.905056	10.0
43.258923	76.917885	1.0
43.262675	76.820965	20.0
43.2516034	76.905197	1.0
43.304228	76.9290509	1.0
43.2208054	76.8240658	10.0
43.2589727	76.9735856	20.0
43.2301748	76.875281	1.0
43.2464071	76.8892556	20.0
43.220344	76.7898925	10.0
43.2482027	76.8364408	10.0
43.2620867	76.9612484	1.0
43.21770195	76.9441652	20.0
43.2421064	76.8255597	10.0
43.2448419	76.8972078	20.0
43.2301748	76.875281	1.0
43.2534506	76.8244609	1.0
43.2339001	76.8847746	1.0
43.2117007	76.84996645	20.0
43.3368045	76.9115004	20.0
43.3448967	76.9681091	20.0
43.2276713	76.882654	1.0
43.1955238	76.8854017	1.0
43.3418759	76.9931958	20.0
43.2791385	76.9190429	20.0
43.2697171	76.8365972	20.0
43.2488596	76.9123737	20.0
43.2789729	76.818901	1.0
43.2207007	76.8241354	1.0
43.2905134	76.8383748	20.0
43.2143742	76.7885305	1.0
43.25648145	76.80885045	1.0
43.2663428	76.9986707	1.0
43.2347214	76.9199405	10.0
43.34701705	76.98813665	1.0
43.25887	76.848593	20.0
43.2466356	76.8001982	10.0
43.2415226	76.8782045	1.0
43.18919345	76.80005555	1.0
43.2232726	76.9622807	1.0
43.229186	76.8429283	20.0
43.3292808	76.9768374	1.0
43.220308	76.954499	1.0
43.30654725	76.9242667	1.0
43.2233419	76.8942108	1.0
43.3303348	76.9616215	20.0
43.2631682	76.9019119	20.0
43.2094052	76.8476195	1.0
43.2738287	76.8417343	20.0
43.2114662	76.8428928	20.0
43.2968894	76.9378494	1.0
43.3444742	76.9282814	1.0
43.3510884	76.8637526	20.0
43.2439661	76.9516847	1.0
43.2232726	76.9622807	1.0
43.2628225	76.8889467	20.0
43.2039824	76.857543	1.0
43.2937308	76.9534509	20.0
43.2499812	76.8681386	1.0
43.2451074	76.7936422	1.0
43.2905134	76.8383748	20.0
43.2801095	76.8503637	1.0
43.2290804	76.9423292	1.0
43.2618887	76.8356795	20.0
43.3233167	76.9138281	1.0
43.2117128	76.8767911	1.0
43.2577391	76.8866886	10.0
43.19667075	76.87723765	1.0
43.2356891	76.9149242	1.0
43.2297382	76.83869035	1.0
43.2011382	76.8714236	20.0
43.29445325	76.8557242	1.0
43.2275992	76.95157195	1.0
43.2550394	76.830863	20.0
43.2556688	76.8224629	20.0
43.2035315	76.890678	1.0
43.23083635	76.92067005	1.0
43.2081774	76.8832806	10.0
43.2429528	76.9061368	1.0
43.2393274	76.764181	1.0
43.2305636	76.7533566	20.0
43.1930264	76.9013093	1.0
43.3122579	76.9752398	1.0
43.2298924	76.8926769	20.0
43.3229146	76.918779	1.0
43.1791057	76.90688505	1.0
43.2511391	76.8863611	20.0
43.2297382	76.83869035	1.0
43.2971145	76.9497846	1.0
43.2470402	76.897902	20.0
43.220344	76.7898925	1.0
43.2380299	76.9124915	1.0
43.2458469	76.8728358	10.0
43.2530508	76.87178825	20.0
43.2566653	76.8613795	1.0
43.2262112	76.9054672	20.0
43.2438088	76.9519673	1.0
43.2612471	76.9209413	1.0
43.2725187	76.8872584	0.0
