x_client	y_client	Weight
43.2600689	76.9357455	10.0
43.2447389	76.9451139	10.0
43.2138608	76.8696263	10.0
43.1932605	76.901345	10.0
43.2548388	76.9234775	10.0
43.2703721	76.9876983	10.0
43.2554555	76.923477	10.0
43.2273842	76.901057	10.0
43.2471542	76.9112082	10.0
43.3567329	76.9224159	10.0
43.1970312	76.8695335	10.0
43.2101992	76.8715631	10.0
43.2257435	76.9422151	10.0
43.229186	76.8429283	10.0
43.27756655	76.8426273	10.0
43.2991483	76.9640078	10.0
43.2308317	76.9593698	10.0
43.2343522	76.8394116	10.0
43.2266594	76.90997	10.0
43.250142	76.9548091	10.0
43.2371711	76.9564295	10.0
43.2107633	76.9165438	10.0
43.204443	76.8718207	10.0
43.2091658	76.9103505	10.0
43.2436367	76.9030064	10.0
43.218249	76.841087	10.0
43.243208	76.9517361	10.0
43.234227	76.9240648	10.0
43.224546	76.8623343	10.0
43.224546	76.8623343	10.0
43.2477334	76.889796	10.0
43.2531064	76.9657718	10.0
43.2101461	76.8786849	10.0
43.2327377	76.8957693	10.0
43.2738287	76.84206285	10.0
43.2428151	76.8761551	10.0
43.2470256	76.9227571	10.0
43.3638783	76.9838926	10.0
43.2291834	76.8909828	10.0
43.281404	76.9264973	10.0
43.2868836	76.9565314	10.0
43.2355638	76.9051935	10.0
43.24310815	76.81210395	10.0
43.269423	76.8808079	10.0
43.2204669	76.8152383	10.0
43.24939945	76.93446755	10.0
43.2481182	76.8706506	10.0
43.353341	76.844476	10.0
43.2327155	76.8957575	10.0
43.24117895	76.88578815	10.0
43.2725187	76.8872584	0.0
