x_client	y_client	Weight
43.2057793	76.88190665	1.0
43.20465175	76.81438925	1.0
43.2222002	76.8196944	1.0
43.2670337	76.9550322	1.0
43.2603661	76.9280472	1.0
43.2263806	76.9324416	1.0
43.30662715	76.98484495	1.0
43.22923415	76.91922605	1.0
43.2475651	76.9338827	1.0
43.2218445	76.823341	1.0
43.2286716	76.9607095	1.0
43.3150131	76.9569647	1.0
43.2387471	76.9308609	10.0
43.3478127	76.9653133	1.0
43.2514444	76.9201234	1.0
43.3585501	76.8674824	1.0
43.2074417	76.912115	1.0
43.2527063	76.7993742	1.0
43.2113279	76.877572	1.0
43.2104177	76.8790603	1.0
43.31976205	76.91813715	1.0
43.1665858	76.8457282	1.0
43.2176651	76.8067763	1.0
43.2270723	76.8593262	1.0
43.2527297	76.8787068	20.0
43.20970645	76.91795395	10.0
43.2905134	76.8383748	1.0
43.2339001	76.8847746	1.0
43.34908	76.8776843	1.0
43.2511996	76.9222168	1.0
43.3024491	76.8719484	20.0
43.2271504	76.8981364	1.0
43.2527765	76.8750623	1.0
43.2442695	76.9035996	1.0
43.3006174	76.8385396	1.0
43.220344	76.7898925	1.0
43.2544596	76.8183267	1.0
43.361554	76.99480365	1.0
43.2671466	76.8701593	1.0
43.2164123	76.8818949	10.0
43.24058645	76.82583745	1.0
43.2233419	76.8942108	1.0
43.230154	76.9259987	1.0
43.2713175	76.9533244	1.0
43.2323291	76.9069744	1.0
43.23701825	76.8352965	1.0
43.2154878	76.7867995	1.0
43.2529136	76.9073657	1.0
43.30654725	76.9242667	1.0
43.2813824	76.9556542	1.0
43.2725187	76.8872584	0.0
