x_client	y_client	Weight
43.2827159	76.95873925	10.0
43.339039	76.9833676	10.0
43.23985	76.909421	10.0
43.2981718	76.8608297	10.0
43.41520815	76.91172125	10.0
43.2254928	76.9609562	10.0
43.25218615	76.86756905	10.0
43.18919345	76.80005555	10.0
43.250424	76.9242436	10.0
43.2399912	76.9448163	10.0
43.37042095	76.94507725	10.0
43.23811555	76.85473425	10.0
43.3597848	76.86908215	10.0
43.2356483	76.8265295	10.0
43.2101955	76.8833388	10.0
43.2494834	76.9202358	10.0
43.2367659	76.8980976	10.0
43.15795785	76.906767	10.0
43.2648837	76.9511104	10.0
43.2486944	76.9108705	10.0
43.2498068	76.9573747	10.0
43.1791057	76.90688505	10.0
43.23658675	76.8823946	10.0
43.2003996	76.8947156	10.0
43.2233419	76.8942108	10.0
43.2176954	76.8749695	10.0
43.27497215	76.8380525	10.0
43.2357087	76.82801995	10.0
43.2553812	76.8235936	10.0
43.2616093	76.92875275	10.0
43.2290097	76.9578698	10.0
43.2502159	76.870407	10.0
43.2981718	76.8608297	10.0
43.2981718	76.8608297	10.0
43.2356483	76.8265295	10.0
43.222345	76.8734033	10.0
43.222345	76.8734033	10.0
43.2265696	76.8872034	10.0
43.2726726	76.8457504	10.0
43.2035315	76.890678	10.0
43.2292409	76.838258	10.0
43.3413207	76.9141926	10.0
43.2371955	76.8595853	10.0
43.222345	76.8734033	10.0
43.3122579	76.9752398	10.0
43.26411095	76.9869779	10.0
43.2371955	76.8595853	10.0
43.2298899	76.7530736	10.0
43.2504434	76.9233874	10.0
43.24607065	76.7467212	10.0
43.2725187	76.8872584	0.0
