x_client	y_client	Weight
43.2286716	76.9607095	1.0
43.29321655	76.83067555	1.0
43.3024491	76.8719484	1.0
43.2538611	76.9465556	1.0
43.2538611	76.9465556	1.0
43.2538611	76.9465556	1.0
43.3607623	76.9820924	1.0
43.2442695	76.9035996	1.0
43.2510013	76.9402039	1.0
43.2162503	76.8595201	1.0
43.2424521	76.87783	1.0
43.22760655	76.8376155	1.0
43.2459721	76.9130318	1.0
43.2171981	76.8245973	1.0
43.2507491	76.8819148	1.0
43.2331175	76.8898886	1.0
43.2323356	76.8933888	1.0
43.43026525	76.8532705	1.0
43.2240052	76.810469	1.0
43.2660985	76.8448052	10.0
43.2351595	76.8938343	1.0
43.339039	76.9833676	1.0
43.2453693	76.8952154	1.0
43.1931213	76.8324032	1.0
43.2534812	76.9117711	1.0
43.3383634	76.9652994	1.0
43.2301748	76.875281	1.0
43.2909336	76.9486639	1.0
43.3119334	76.9394519	1.0
43.2532031	76.9391893	1.0
43.2354083	76.8919403	1.0
43.2339001	76.8847746	1.0
43.2499508	76.9581336	20.0
43.2452634	76.9356206	1.0
43.1971656	76.8483915	1.0
43.2473549	76.8774334	1.0
43.19667075	76.87723765	1.0
43.2589798	76.9629689	10.0
43.2600566	76.9158166	1.0
43.1954854	76.9069576	1.0
43.2726726	76.8457504	1.0
43.2882209	76.9865495	1.0
43.1515689	76.83796995	10.0
43.3300538	76.9099637	1.0
43.1708599	76.8735584	1.0
43.3024491	76.8719484	1.0
43.30361125	76.93962825	1.0
43.2663159	76.8736782	10.0
43.23171695	76.88301985	1.0
43.2319392	76.9332244	10.0
43.2725187	76.8872584	0.0
