x_client	y_client	Weight
43.26967	76.8318956	1.0
43.2981718	76.8608297	1.0
43.2791444	76.9190505	1.0
43.2098722	76.8401204	1.0
43.2468976	76.9650471	1.0
43.3718113	76.9902613	1.0
43.2457976	76.8980822	1.0
43.24310815	76.81210395	1.0
43.3234533	76.9179706	1.0
43.2156556	76.8786611	1.0
43.2204669	76.8152383	1.0
43.2134989	76.8907023	1.0
43.29321655	76.83067555	1.0
43.2544596	76.8183267	1.0
43.217149	76.83234705	1.0
43.26160835	76.80872445	1.0
43.2590657	76.9234334	1.0
43.3233167	76.9138281	1.0
43.2226945	76.8909379	1.0
43.2207007	76.8241354	1.0
43.318489	76.841704	1.0
43.24310815	76.81210395	1.0
43.44137425	76.961224	20.0
43.2214285	76.9328418	1.0
43.20577	76.9012284	1.0
43.2511672	76.85894415	1.0
43.2452904	76.8920717	1.0
43.2671466	76.8701593	1.0
43.3122579	76.9752398	20.0
43.1954854	76.9069576	1.0
43.2496348	76.8233492	1.0
43.3229146	76.918779	10.0
43.3006174	76.8385396	1.0
43.2470066	76.8988927	10.0
43.2667964	76.873674	1.0
43.2370774	76.8840989	20.0
43.2819481	76.951814	10.0
43.1954854	76.9069576	1.0
43.2464977	76.8884576	1.0
43.2305417	76.8831178	1.0
43.20419165	76.89607795	20.0
43.2221373	76.8724876	10.0
43.1954854	76.9069576	1.0
43.2046679	76.9754212	20.0
43.35513835	76.99233295	1.0
43.195806	76.75261255	1.0
43.2367359	76.9620399	1.0
43.2554555	76.923477	1.0
43.2222002	76.8196944	1.0
43.2270723	76.8593262	1.0
43.2725187	76.8872584	0.0
