x_client	y_client	Weight
43.2463811	76.8582567	1.0
43.2161117	76.8228647	1.0
43.3229252	76.9210882	1.0
43.18739435	76.8720245	1.0
43.2981718	76.8608297	1.0
43.2102929	76.8833597	1.0
43.2670151	76.9443447	1.0
43.2446487	76.9037549	1.0
43.331927	76.992928	1.0
43.2439023	76.9076946	1.0
43.2550105	76.8632033	1.0
43.2101955	76.8833388	1.0
43.3567329	76.9224159	1.0
43.2162503	76.8595201	1.0
43.2145022	76.9639997	1.0
43.24310815	76.81210395	1.0
43.2492799	76.9195653	1.0
43.21237205	76.85057765	1.0
43.2786892	76.82269335	1.0
43.23701825	76.8352965	1.0
43.23627085	76.84626665	1.0
43.2644147	76.8857338	1.0
43.2365294	76.9318104	1.0
43.2291834	76.8909828	1.0
43.2514916	76.9338068	1.0
43.2797637	76.9559056	1.0
43.36939205	76.98650655	1.0
43.34637685	76.883326	1.0
43.2552012	76.8767583	1.0
43.2663859	76.8834729	1.0
43.28640155	76.8674195	1.0
43.2297937	76.8324657	1.0
43.3321987	76.9525701	1.0
43.2523979	76.8786157	1.0
43.2555151	76.9196955	1.0
43.2539966	76.9547191	1.0
43.1933722	76.9030888	10.0
43.2065341	76.9061231	10.0
43.2561807	76.8868823	1.0
43.2020119	76.8981348	1.0
43.2102549	76.9496233	1.0
43.2279444	76.8996516	1.0
43.29367935	76.8415569	1.0
43.2115058	76.8694837	1.0
43.361554	76.99480365	1.0
43.231387	76.9437503	1.0
43.2272494	76.9630683	1.0
43.2426378	76.9155537	1.0
43.2655627	76.8193742	1.0
43.2365253	76.9221792	1.0
43.2725187	76.8872584	0.0
