x_client	y_client	Weight
43.30654725	76.9242667	1.0
43.3576097	76.9800777	1.0
43.2204669	76.8152383	1.0
43.2738287	76.8417343	1.0
43.2405829	76.8986225	1.0
43.2981718	76.8608297	1.0
43.2870893	76.9724097	1.0
43.2306779	76.7551503	1.0
43.5225915	76.8326142	1.0
43.25703095	76.80885045	1.0
43.2425022	76.8553058	1.0
43.2789729	76.818901	1.0
43.2591022	76.9269931	1.0
43.24160295	76.88130035	1.0
43.2281007	76.83308955	1.0
43.2821865	76.9545282	1.0
43.2496509	76.8233036	1.0
43.2251092	76.8921378	1.0
43.2437978	76.8524282	1.0
43.25065135	76.88834415	1.0
43.2725187	76.8872584	0.0
