x_client	y_client	Weight
43.3035018	76.8728486	10.0
43.22636195	76.8521113	10.0
43.2359586	76.8992611	10.0
43.22204175	76.87420245	10.0
43.2301748	76.875281	10.0
43.2623815	76.9425071	10.0
43.2140324	76.8675206	10.0
43.2195692	76.9378097	10.0
43.2208519	76.8943055	10.0
43.2712835	76.9548189	10.0
43.26745565	76.94365015	10.0
43.2471554	76.8899768	10.0
43.2442695	76.9035996	10.0
43.2254928	76.9609562	10.0
43.2219619	76.8938491	10.0
43.2395529	76.9102401	10.0
43.1927181	76.8966014	10.0
43.2834677	76.982297	10.0
43.2217409	76.8933404	10.0
43.2638193	76.9464659	10.0
43.2725187	76.8872584	0.0
