x_coord	y_coord	Weight	DeliveryTimeRange	UnloadingTime
0.46216453936921487	0.3647992142840961	16	952-972	10
0.01752448529355144	0.03842594113273223	7	522-743	10
0.5139593400742098	0.6632394981959644	9	564-659	10
0.10774293959923897	0.7805472213388025	20	187-682	10
0.8863202891730836	0.28405199767182243	6	823-960	10
0.9697380823901361	0.174939379195162	21	95-235	10
0.4856816019881336	0.37158195886038226	23	536-709	10
0.242201848105015	0.7961540815078881	4	527-624	10
0.09436948357948316	0.3223513723069845	15	77-351	10
0.25121275389572095	0.1849387512506916	31	253-413	10
0.2978727610327665	0.7858352750710245	31	196-372	10
0.27544610009334247	0.8453639230003096	16	613-931	10
0.6232238771779367	0.2226306463051062	15	738-910	10
0.6333176273239679	0.9480297433389722	19	235-554	10
0.5519699609291	0.02688141002376787	9	526-782	10
0.6509014236858222	0.6016112830328155	17	250-338	10
0.6886158709019462	0.04537397847441793	42	499-953	10
0.13008625049379174	0.12235734719514169	14	238-751	10
0.6540677076204117	0.8173499011910565	5	335-507	10
0.46126690062946385	0.8937632841461625	30	213-397	10
0.46499681772115553	0.9195039132863083	2	459-593	10
0.40134342456471883	0.628271057918216	6	845-956	10
0.21165345947039393	0.18837855943010207	34	773-942	10
0.8233195323997331	0.8157590764528146	12	314-750	10
0.13956179967411608	0.3771145211114181	16	252-463	10
0.24969099426571806	0.8594463292664377	15	902-929	10
0.8461652894480216	0.47311016358400504	17	72-111	10
0.6039538039291135	0.2137889666590903	30	105-402	10
0.23770989871085046	0.7975777322376201	13	788-904	10
0.039759566150117664	0.5123839251157769	1	901-929	10
0.25374490375413983	0.23014219987326234	20	204-365	10
0.365948435116483	0.6508067816519905	9	212-518	10
0.04333223373272277	0.8830604606645615	25	128-360	10
0.23962743902188222	0.702715739232218	20	211-424	10
0.648416057561477	0.7995178086542496	21	220-240	10
0.4785906881778139	0.6622182867105663	17	830-900	10
0.5924076260726407	0.7706658088058455	1	470-554	10
0.8300430029634142	0.7124587860213972	23	158-517	10
0.6898948929430945	0.0393761703035187	14	340-860	10
0.17231716084526816	0.8854411041183621	21	832-922	10
0.9896241298849674	0.8653794484795254	9	512-534	10
0.9615127809463887	0.20749372224434426	25	418-571	10
0.37061362885817983	0.5463214697812142	7	421-686	10
0.9106775015390095	0.6045788499087764	6	288-355	10
0.3191584221364835	0.21093111980359303	28	867-953	10
0.36441149483412605	0.32952245023843596	17	704-961	10
0.592121369945539	0.043913768720322155	29	609-953	10
0.10027937609045712	0.5909408611367	15	219-435	10
0.2341092454955841	0.6400622869368865	17	450-593	10
0.36982824684166093	0.9847779884742738	3	863-924	10
0.27042639933444546	0.03342282452667744	23	482-572	10
0.27045470676142025	0.5777879664248415	8	474-571	10
0.3541629470219947	0.6130934537924844	29	540-821	10
0.9553036283596094	0.8401546892047069	4	834-859	10
0.018135949954744768	0.8094166228344966	17	903-915	10
0.7996227215325767	0.7799318139438595	2	324-865	10
0.13717679044412445	0.5735187320726314	19	351-542	10
0.5027806918651874	0.8232604905485238	32	848-853	10
0.28608777885716985	0.4831754512786175	11	951-953	10
0.5863600604478615	0.13917568866277963	13	693-696	10
0.5358706654514271	0.4270470169442777	10	598-824	10
0.46402140530359626	0.8437701609652677	26	511-539	10
0.07500392235554232	0.2838453913256884	14	386-660	10
0.06925444191718577	0.9538503903701392	18	611-678	10
0.3467461236125172	0.1468158882416194	14	128-269	10
0.34496588305695475	0.5772845475156744	25	194-367	10
0.588894495482528	0.5170342767974804	2	138-354	10
0.825736795037057	0.2812234391130094	15	135-593	10
0.27413108668285024	0.38844713361876404	14	596-618	10
0.45552111040748056	0.10309029239996848	7	395-587	10
0.21609005833496175	0.5270610158040474	9	78-163	10
0.002097743156946996	0.8142906579158214	12	264-300	10
0.4620326495057875	0.23521238105764208	20	117-299	10
0.9468020135601285	0.9990196658276475	8	615-791	10
0.6397862553829525	0.9612729737708954	5	436-611	10
0.750762537488871	0.7559882408540641	18	726-802	10
0.6825491927192212	0.8527496881208957	24	490-602	10
0.6211575183133858	0.320763916895787	2	104-812	10
0.871216620635274	0.11397375747511607	30	209-544	10
0.7732232975613497	0.33977745332884857	1	650-847	10
0.4574841344208702	0.5566282300824589	16	236-519	10
0.9455157153088929	0.09739310899259712	15	53-383	10
0.19894626321712194	0.5914098882299582	12	338-520	10
0.6336362656648029	0.6719283323984864	16	343-532	10
0.5282057015792875	0.6599559590218514	13	386-452	10
0.8078512262170601	0.448583736942909	13	265-315	10
0.9504008594199167	0.28383610740028853	8	255-310	10
0.49938723484174374	0.34409260368481287	38	741-975	10
0.6794452645993566	0.9122821678178169	36	849-937	10
0.5286764674104777	0.33572082451285945	10	945-977	10
0.6443049195659419	0.5793925297694772	8	847-970	10
0.7550153227609546	0.34186704916391075	11	534-920	10
0.2255156909002154	0.49195618905291394	35	719-904	10
0.26755512701545237	0.2093012721304175	30	200-292	10
0.8745485131669547	0.8362522487637493	21	188-337	10
0.8543276938037311	0.9116290615799872	9	779-932	10
0.7808673788871212	0.5007737182173322	22	128-439	10
0.4342363700820776	0.304333380137495	5	828-930	10
0.11953693486154038	0.7319151773803665	21	198-575	10
0.6452653746043143	0.6510089392433047	13	40-267	10
0.6273611946797129	0.39555186848805846	0.0	0-1000	0
