x_coord	y_coord	Weight	DeliveryTimeRange	UnloadingTime
0.4301216922094302	0.9403934572453984	12	478-703	10
0.2869735052288145	0.44913177281885686	21	706-857	10
0.7637247331561985	0.4080688325652675	17	339-389	10
0.4662326537522353	0.7987689536643485	11	568-751	10
0.14250696115453587	0.3823957751121916	17	344-433	10
0.26746079589389427	0.026798867175315877	28	792-879	10
0.12808295759257182	0.9442658512725371	13	531-645	10
0.5493669715671226	0.36364222072689434	13	867-967	10
0.12009165839735969	0.0905991739233829	20	763-920	10
0.48977751201144826	0.13726951936359932	8	216-314	10
0.6497668840142014	0.46067512572217373	11	548-738	10
0.16991954444703083	0.4189885600573917	31	69-508	10
0.01459263047474002	0.8325300039264403	11	581-618	10
0.7938796259126009	0.07617485619124664	17	953-964	10
0.6064063640769374	0.8017884876097795	16	393-693	10
0.17680131058284154	0.17119061721874773	11	804-928	10
0.8427737473300757	0.7455120838649841	28	933-946	10
0.12361947828023723	0.53880631257951	22	729-885	10
0.4043670327728154	0.33799220441110944	5	378-884	10
0.7453724723562746	0.24133011871350318	14	400-980	10
0.9133981453300356	0.291717701777253	11	230-337	10
0.9215674923774233	0.4102558991992902	17	547-971	10
0.10433757551204581	0.06523012478469692	4	612-665	10
0.12817904730046858	0.6635839081923628	11	844-916	10
0.2213317919019504	0.33388411425070674	11	160-191	10
0.5056709151126514	0.8914752072943684	25	325-434	10
0.05645013940142818	0.09900097297033261	13	672-914	10
0.5601756801239874	0.578524380364971	27	708-956	10
0.2273034877203126	0.18111837772740302	11	293-878	10
0.6899048420940547	0.5515496638049111	12	730-965	10
0.8229220955168767	0.9198661865909973	12	730-929	10
0.45280984864265095	0.3329025973298453	26	390-657	10
0.20757322240417786	0.25833595619687966	17	355-872	10
0.882622477836062	0.4492959762961184	11	191-425	10
0.507063585725331	0.49024803939793904	22	148-195	10
0.010695950589307945	0.5611289055777731	20	559-587	10
0.9867898435839445	0.26585538455982094	17	773-966	10
0.50679350550037	0.032386205268016166	26	421-950	10
0.5111505194217376	0.9023443225707617	1	450-837	10
0.7592365159957998	0.4664927887787018	18	295-675	10
0.4701964638248882	0.8891977568127508	12	908-925	10
0.6154712118982802	0.7023563794001667	4	611-655	10
0.11141814655456395	0.5664665600213354	13	481-879	10
0.8412769757871814	0.9839563216060825	11	622-875	10
0.49573134544930264	0.5452051503002693	6	479-489	10
0.9038839437040848	0.4813543232029627	16	406-968	10
0.3892753190708319	0.25942104438119207	17	219-680	10
0.4680748173933412	0.026373125172740708	16	74-290	10
0.37784276582071996	0.20337880609098646	5	495-598	10
0.12715831454606485	0.6931865754651141	5	798-915	10
0.8486754060873777	0.3862645407278418	6	62-239	10
0.1326507740079289	0.5849717308831954	1	482-659	10
0.16435378082350427	0.8404247202432784	19	685-876	10
0.470028471851513	0.8770708267152157	9	213-350	10
0.289745879209241	0.893716507457765	2	433-669	10
0.2810681394973077	0.6400480019564668	19	202-205	10
0.234893330468389	0.18790475016163544	6	271-303	10
0.8970897826614923	0.8818443120450451	19	817-931	10
0.43678330180467817	0.45020146550444384	23	918-953	10
0.8348793278879932	0.9567887917407207	10	306-462	10
0.6532548254166642	0.8984271524446842	29	190-605	10
0.7388674867235107	0.1581177674055838	16	48-206	10
0.6633234948245192	0.5058249174237694	6	467-521	10
0.5496495120368025	0.4587474237527829	27	729-900	10
0.4592848988295969	0.8520252817736154	15	828-927	10
0.05854140788598705	0.788333257537224	26	334-635	10
0.4367892068391185	0.10582844460144902	16	355-836	10
0.5317237136980358	0.787519188293344	13	595-937	10
0.09754767003825426	0.060399152635840614	11	827-896	10
0.08556240435107687	0.6419598998267693	2	677-891	10
0.30314833838940713	0.2923393623828311	14	689-942	10
0.34037981864403666	0.48075134288068877	36	605-697	10
0.4224944462886031	0.6222991742931443	17	474-618	10
0.4730959889162969	0.3070173691001272	5	113-377	10
0.25910663852336724	0.3344790783586645	15	318-493	10
0.26593023463659926	0.8238953402386746	12	300-338	10
0.5481280614441815	0.3095328244348985	6	47-295	10
0.1760383246836017	0.45014383610088105	27	609-815	10
0.6066070138186478	0.1481994858175354	11	921-965	10
0.7077401976444592	0.43295965125850666	3	916-976	10
0.4776230348957776	0.28084213022950255	34	751-875	10
0.8393299987555657	0.6302472536346657	24	933-957	10
0.32270487983483354	0.5688326475632691	17	410-910	10
0.19498640843739323	0.11071306500000422	3	221-397	10
0.18529717372348442	0.5661567057104246	16	449-685	10
0.2732653955176293	0.011441357737541735	11	320-330	10
0.8373742936665293	0.4238487558616095	7	747-976	10
0.37566759818202156	0.5140646993363586	34	851-945	10
0.4581163926589873	0.5981675781830187	24	120-155	10
0.771781575689775	0.660339546808643	7	578-794	10
0.9967950215104178	0.636587140915261	15	691-950	10
0.011609172621240949	0.3402368837874601	3	674-913	10
0.6974119697653145	0.7714895420862294	23	794-943	10
0.003540132084716374	0.24716156966986558	6	676-823	10
0.29867708296308293	0.20193501002820224	13	651-748	10
0.4712249539166068	0.28123372169473415	13	664-959	10
0.571970695494956	0.899790122913326	1	464-469	10
0.19782620852807686	0.8165088434738493	26	329-421	10
0.7555146912079976	0.6198343916471711	29	860-959	10
0.8090473316614242	0.9528880084834921	24	177-406	10
0.7651211473898492	0.3238227061246355	0.0	0-1000	0
