x_client	y_client	Weight	DeliveryTimeRange	UnloadingTime
76.65118812469717	65.01629316358095	13.465253661965166	10:39-12:24	10
8.14404520298192	2.9709930741358415	34.92429038272002	09:28-09:40	10
0.4246761754599593	36.30487141631955	5.0255465430367785	01:32-09:26	10
40.90656238021063	8.047457480673215	3.776778993054169	10:39-15:01	10
2.137482182468964	53.179274819649216	12.794134041625057	07:11-08:16	10
91.34216122235144	94.99579766853273	21.20168872759066	10:36-15:01	10
42.078042234344274	95.5504354619892	12.897475899111207	07:45-08:02	10
60.30133888051118	94.72843966919096	24.4178671445993	01:36-04:34	10
18.21627143755795	70.36911461916152	11.761197122852026	03:47-04:34	10
86.4279989395005	70.10097310444962	18.858729773645695	10:35-10:43	10
95.16287828957783	68.75457804817098	31.104985698076845	06:12-12:53	10
48.867796890586604	55.99308960702592	19.18354355126927	09:19-14:55	10
79.84152804642008	15.468558263974153	10.430610753929411	10:56-14:44	10
96.72682133711324	91.00047590662338	2.189127166949916	12:32-13:34	10
66.84238816727486	92.40841957149027	18.28100215331635	04:57-09:50	10
37.15799774582741	7.450088549097078	16.237172039331206	08:01-13:58	10
30.869188927438174	0.6070651377503733	20.961569465077375	05:18-06:34	10
20.54433250853772	51.66066824984446	19.29219384280669	13:38-15:49	10
48.863274566653914	64.0754480078383	14.606274770281495	10:58-15:38	10
33.961807746550775	6.97059792201401	15.865314976291081	11:45-15:02	10
4.56004487294045	88.17736078839724	0	10:01-23:00	0
