x1,y1,x2,y2,distance
43.21859725,76.8516643,43.21859725,76.8516643,0.0
43.21859725,76.8516643,43.35242135,76.98376755,26296.1
43.21859725,76.8516643,43.3368045,76.9115004,18158.5
43.21859725,76.8516643,43.2660666,76.9432632,12852.2
43.21859725,76.8516643,43.24642155,76.7920733,9492.5
43.21859725,76.8516643,43.2473307,76.9339133,9643.3
43.21859725,76.8516643,43.2306352,76.7739549,11447.2
43.21859725,76.8516643,43.2578355,76.8385628,6395.9
43.21859725,76.8516643,43.3634057,76.9949839,26163.0
43.21859725,76.8516643,43.2482885,76.9263527,8945.1
43.21859725,76.8516643,43.25179045,76.8499099,7215.6
43.21859725,76.8516643,43.2508858,76.82799405,7033.6
43.21859725,76.8516643,43.2461057,76.9039362,7255.7
43.21859725,76.8516643,43.1807349,76.7645229,12366.5
43.21859725,76.8516643,43.2558479,76.8427574,6969.4
43.21859725,76.8516643,43.3618536,76.9817339,24580.1
43.21859725,76.8516643,43.2778516,76.8365025,9697.3
43.21859725,76.8516643,43.2365544,76.8520039,4199.4
43.21859725,76.8516643,43.2199751,76.8562206,1592.9
43.21859725,76.8516643,43.2482374,76.9053321,7667.0
43.21859725,76.8516643,43.29387805,76.98743035,19511.7
43.35242135,76.98376755,43.21859725,76.8516643,25443.8
43.35242135,76.98376755,43.35242135,76.98376755,0.0
43.35242135,76.98376755,43.3368045,76.9115004,8234.0
43.35242135,76.98376755,43.2660666,76.9432632,11872.3
43.35242135,76.98376755,43.24642155,76.7920733,26462.8
43.35242135,76.98376755,43.2473307,76.9339133,15678.1
43.35242135,76.98376755,43.2306352,76.7739549,28417.5
43.35242135,76.98376755,43.2578355,76.8385628,21162.9
43.35242135,76.98376755,43.3634057,76.9949839,6127.5
43.35242135,76.98376755,43.2482885,76.9263527,15283.5
43.35242135,76.98376755,43.25179045,76.8499099,22704.6
43.35242135,76.98376755,43.2508858,76.82799405,23164.2
43.35242135,76.98376755,43.2461057,76.9039362,17243.1
43.35242135,76.98376755,43.1807349,76.7645229,37762.3
43.35242135,76.98376755,43.2558479,76.8427574,22458.4
43.35242135,76.98376755,43.3618536,76.9817339,2811.3
43.35242135,76.98376755,43.2778516,76.8365025,22035.2
43.35242135,76.98376755,43.2365544,76.8520039,24499.1
43.35242135,76.98376755,43.2199751,76.8562206,26961.9
43.35242135,76.98376755,43.2482374,76.9053321,16599.2
43.35242135,76.98376755,43.29387805,76.98743035,10791.6
43.3368045,76.9115004,43.21859725,76.8516643,16925.0
43.3368045,76.9115004,43.35242135,76.98376755,8261.7
43.3368045,76.9115004,43.3368045,76.9115004,0.0
43.3368045,76.9115004,43.2660666,76.9432632,10320.5
43.3368045,76.9115004,43.24642155,76.7920733,17944.0
43.3368045,76.9115004,43.2473307,76.9339133,13056.5
43.3368045,76.9115004,43.2306352,76.7739549,19898.7
43.3368045,76.9115004,43.2578355,76.8385628,12644.0
43.3368045,76.9115004,43.3634057,76.9949839,11022.5
43.3368045,76.9115004,43.2482885,76.9263527,12662.0
43.3368045,76.9115004,43.25179045,76.8499099,13070.3
43.3368045,76.9115004,43.2508858,76.82799405,14645.4
43.3368045,76.9115004,43.2461057,76.9039362,12617.3
43.3368045,76.9115004,43.1807349,76.7645229,29243.5
43.3368045,76.9115004,43.2558479,76.8427574,13939.5
43.3368045,76.9115004,43.3618536,76.9817339,8430.2
43.3368045,76.9115004,43.2778516,76.8365025,13516.4
43.3368045,76.9115004,43.2365544,76.8520039,15980.3
43.3368045,76.9115004,43.2199751,76.8562206,18443.1
43.3368045,76.9115004,43.2482374,76.9053321,11784.3
43.3368045,76.9115004,43.29387805,76.98743035,11942.8
43.2660666,76.9432632,43.21859725,76.8516643,13272.3
43.2660666,76.9432632,43.35242135,76.98376755,11836.8
43.2660666,76.9432632,43.3368045,76.9115004,11260.3
43.2660666,76.9432632,43.2660666,76.9432632,0.0
43.2660666,76.9432632,43.24642155,76.7920733,14053.6
43.2660666,76.9432632,43.2473307,76.9339133,3806.5
43.2660666,76.9432632,43.2306352,76.7739549,16008.3
43.2660666,76.9432632,43.2578355,76.8385628,10311.5
43.2660666,76.9432632,43.3634057,76.9949839,13588.1
43.2660666,76.9432632,43.2482885,76.9263527,3411.9
43.2660666,76.9432632,43.25179045,76.8499099,8695.3
43.2660666,76.9432632,43.2508858,76.82799405,11594.7
43.2660666,76.9432632,43.2461057,76.9039362,5615.5
43.2660666,76.9432632,43.1807349,76.7645229,25353.1
43.2660666,76.9432632,43.2558479,76.8427574,9560.1
43.2660666,76.9432632,43.3618536,76.9817339,12005.3
43.2660666,76.9432632,43.2778516,76.8365025,11032.7
43.2660666,76.9432632,43.2365544,76.8520039,10429.0
43.2660666,76.9432632,43.2199751,76.8562206,12104.6
43.2660666,76.9432632,43.2482374,76.9053321,4971.6
43.2660666,76.9432632,43.29387805,76.98743035,7603.0
43.24642155,76.7920733,43.21859725,76.8516643,10100.4
43.24642155,76.7920733,43.35242135,76.98376755,25031.2
43.24642155,76.7920733,43.3368045,76.9115004,16893.6
43.24642155,76.7920733,43.2660666,76.9432632,15036.2
43.24642155,76.7920733,43.24642155,76.7920733,0.0
43.24642155,76.7920733,43.2473307,76.9339133,16669.6
43.24642155,76.7920733,43.2306352,76.7739549,4918.4
43.24642155,76.7920733,43.2578355,76.8385628,5337.0
43.24642155,76.7920733,43.3634057,76.9949839,24898.1
43.24642155,76.7920733,43.2482885,76.9263527,14515.2
43.24642155,76.7920733,43.25179045,76.8499099,5950.7
43.24642155,76.7920733,43.2508858,76.82799405,4098.8
43.24642155,76.7920733,43.2461057,76.9039362,12912.0
43.24642155,76.7920733,43.1807349,76.7645229,14263.3
43.24642155,76.7920733,43.2558479,76.8427574,5704.5
43.24642155,76.7920733,43.3618536,76.9817339,23315.2
43.24642155,76.7920733,43.2778516,76.8365025,7058.9
43.24642155,76.7920733,43.2365544,76.8520039,7463.7
43.24642155,76.7920733,43.2199751,76.8562206,11618.5
43.24642155,76.7920733,43.2482374,76.9053321,12649.1
43.24642155,76.7920733,43.29387805,76.98743035,18246.8
43.2473307,76.9339133,43.21859725,76.8516643,9453.7
43.2473307,76.9339133,43.35242135,76.98376755,14822.5
43.2473307,76.9339133,43.3368045,76.9115004,12279.5
43.2473307,76.9339133,43.2660666,76.9432632,3271.3
43.2473307,76.9339133,43.24642155,76.7920733,13855.2
43.2473307,76.9339133,43.2473307,76.9339133,0.0
43.2473307,76.9339133,43.2306352,76.7739549,15809.9
43.2473307,76.9339133,43.2578355,76.8385628,11318.3
43.2473307,76.9339133,43.3634057,76.9949839,16573.9
43.2473307,76.9339133,43.2482885,76.9263527,1527.7
43.2473307,76.9339133,43.25179045,76.8499099,9702.1
43.2473307,76.9339133,43.2508858,76.82799405,11396.3
43.2473307,76.9339133,43.2461057,76.9039362,4076.5
43.2473307,76.9339133,43.1807349,76.7645229,20177.5
43.2473307,76.9339133,43.2558479,76.8427574,9361.6
43.2473307,76.9339133,43.3618536,76.9817339,14991.0
43.2473307,76.9339133,43.2778516,76.8365025,12039.6
43.2473307,76.9339133,43.2365544,76.8520039,8967.7
43.2473307,76.9339133,43.2199751,76.8562206,10577.7
43.2473307,76.9339133,43.2482374,76.9053321,3852.1
43.2473307,76.9339133,43.29387805,76.98743035,10102.7
43.2306352,76.7739549,43.21859725,76.8516643,8637.5
43.2306352,76.7739549,43.35242135,76.98376755,27121.6
43.2306352,76.7739549,43.3368045,76.9115004,18984.0
43.2306352,76.7739549,43.2660666,76.9432632,15108.4
43.2306352,76.7739549,43.24642155,76.7920733,4931.1
43.2306352,76.7739549,43.2473307,76.9339133,15350.1
43.2306352,76.7739549,43.2306352,76.7739549,0.0
43.2306352,76.7739549,43.2578355,76.8385628,7221.4
43.2306352,76.7739549,43.3634057,76.9949839,26988.5
43.2306352,76.7739549,43.2482885,76.9263527,13797.5
43.2306352,76.7739549,43.25179045,76.8499099,7501.8
43.2306352,76.7739549,43.2508858,76.82799405,6221.1
43.2306352,76.7739549,43.2461057,76.9039362,12194.3
43.2306352,76.7739549,43.1807349,76.7645229,12239.1
43.2306352,76.7739549,43.2558479,76.8427574,7794.9
43.2306352,76.7739549,43.3618536,76.9817339,25405.6
43.2306352,76.7739549,43.2778516,76.8365025,10522.8
43.2306352,76.7739549,43.2365544,76.8520039,7692.8
43.2306352,76.7739549,43.2199751,76.8562206,10155.6
43.2306352,76.7739549,43.2482374,76.9053321,11931.4
43.2306352,76.7739549,43.29387805,76.98743035,20337.2
43.2578355,76.8385628,43.21859725,76.8516643,4923.9
43.2578355,76.8385628,43.35242135,76.98376755,21064.0
43.2578355,76.8385628,43.3368045,76.9115004,12926.4
43.2578355,76.8385628,43.2660666,76.9432632,11069.0
43.2578355,76.8385628,43.24642155,76.7920733,5942.9
43.2578355,76.8385628,43.2473307,76.9339133,12702.5
43.2578355,76.8385628,43.2306352,76.7739549,7897.6
43.2578355,76.8385628,43.2578355,76.8385628,0.0
43.2578355,76.8385628,43.3634057,76.9949839,20930.9
43.2578355,76.8385628,43.2482885,76.9263527,10548.0
43.2578355,76.8385628,43.25179045,76.8499099,1983.5
43.2578355,76.8385628,43.2508858,76.82799405,2397.0
43.2578355,76.8385628,43.2461057,76.9039362,8944.8
